Ministry of Justice,HMCTS,04-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,EUROPEAN ASBESTOS SERVICES,1987438,"£115,911.11",CIS Labour - Inner London Crown Sessions House - European Asbestos Services Ltd - Replacement of ceiling to courtroom 3 under controlled conditions - PAR 2202,CIS-TW16 7EF,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,SEDDON PROPERTY SERVICES LTD,1984225,"£116,644.33","Bury Courthouse - Strip out existing chiller, construct new chiller platform and install new chiller.  Contract no. ECSC/MW/HMCTS/2011-12/GM011 refers",CIS-ST4 9JA,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1989245,"£120,759.00",L-S-3342-01 Total Project Costs,CF31 9AP,0,Admin,,
Ministry of Justice,HMCTS,04-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,VINCI CONSTRUCTION UK LIMITED,1988620,"£120,949.85","Fleetwood Magistrates Court - Replace air handling units, fan coil units, lighting and false ceiling.  Contract no. HMCS/MW/2011-2012/05 refers",CIS-RM13 8RH,0,Programme,,SME
Ministry of Justice,HMCTS,20-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,NORTHUMBRIA POLICE AUTHORITY,2005671,"£122,685.00",,NE8 1HH,0,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1996490,"£125,527.37",CIS Labour - RCJ Centre Block PAR 2001/221 Cells Area Smoke Ventillation Norland Managed Services (supplentary to PO 20000155380),CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,532000-Tangible GBV - Additions,HZ999-North East Region,J TOMLINSON LTD,2014951,"£125,618.53",Huddersfield Mags - CIS  Labour MW/HMCTS/2011-12/Huddersfield MC General Refurbishment of numerous areas to integrate Dewsbury MC. Replace/upgrade lighting within Courtrooms,CIS-NG9 1PF,B716,Programme,,SME
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2009183,"£131,123.57",Fixed Costs - Security - Wales,CIS-S81 7QF,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,2006897,"£132,820.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,LIVERPOOL CITY COUNCIL,1988787,"£132,952.82",,RATES,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,2015147,"£134,645.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1989565,"£136,442.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,18-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,2003152,"£140,269.22",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works,CIS-LE10 3JF,F081,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,CONISTON LIMITED,2009067,"£142,315.00",CIS Labour-MW/HMCTS/2011-12-Conistons Ltd-Glazed roof area upgrade for Basildon Combined Court,CIS-DA2 6QQ,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,222001-Maintenance,CZ999-South East Region,VINSTRATA BUILDERS (LONDON) LTD,1999943,"£147,240.49",CIS Labour - Upgrade Ventilation and replace BMS to include all new cables/pipework and associated work-(1446-1-Works) - VINSTRATA BUILDERS (LONDON) LTD - Hastings Magistrates,CIS-BR2 6BN,0,Programme,,SME
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,2006783,"£149,766.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,BIRMINGHAM CITY COUNCIL,1988674,"£149,915.77",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,2006903,"£162,520.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,1988793,"£162,682.52",,RATES,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"£166,273.37",Cleaning,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1994404,"£168,399.41",,CF14 3UW,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"£194,583.49","Manchester Crown Court, Minshull Street - Replace 2 x chillers",CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,MITIE FACILITIES SERVICES LIMITED,1998918,"£199,304.72",Chester Crown Court - Fire Alarm and Emergency Lighting upgrade together with LV switchgear replacement,ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,24-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,MITIE FACILITIES SERVICES LIMITED,2009428,"£208,251.17",1545-1-Works/FM-SW-RFP - CIS Labour - The Law Court Civic Centre Mold - remodeling and refurbishment of cell area.,CIS-ML6 7UD,0,Programme,,SME
Ministry of Justice,HMCTS,13-Apr-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,1996467,"£218,700.19","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security",CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,PROCARE BUILDING SERVICES,1984138,"£237,980.43",CIS Labour - Watford Magistrates -Procare - Internal alterations and roof works and being done under the term contract,CIS-WD24 7GP,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,PROCARE BUILDING SERVICES,1990453,"£239,680.43",CIS Labour-St Albans Magistrates'-Procare-Fabric DDA alterations under term contractors,CIS-WD24 7GP,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,2006925,"£240,450.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1988815,"£240,690.45",,RATES,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,1994439,"£252,917.48",Exter PFI - Enterprise Civic Buildings Ltd - Unitary Charges for Exeter PFI - Monthly -11/12,GU9 7PT,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2015118,"£259,040.87",Repair & Maintenance,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,1994517,"£271,788.00",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,11-Apr-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,1994517,"£273,247.00",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction,CIS-B23 7RZ,0,Programme,,SME
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2005411,"£288,190.73",HA102 - Consolidated - North East Estate Managed Hard Services Feb & March 2012,CIS-S81 7QF,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,221000-Property Rent and Rates,BZ999-London Region,HOME OFFICE,1232,"£288,700.30",,NP20 9BB,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"£304,261.95",Security,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,10-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,1990786,"£310,370.02",Liverpool QEII Crown Court - BMS and LV panel replacement as per your tender submission,CIS-M12 6FX,0,Programme,,SME
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"£311,918.22",North West Region - Managed and contractual hard services for the months of Feb & Mar 12. Contract no: 0073-4-Works/FM-SW-RFI refers. **REPLACEMENT PO - This replaces PO 20000160020 which has been closed due to changes in HMCTS accounting**,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1998921,"£314,299.33","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2006824,"£315,228.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,1988712,"£315,543.23",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2006826,"£317,870.00",,RATES,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1988714,"£318,187.87",,RATES,0,Programme,,
Ministry of Justice,HMCTS,27-Apr-12,222001-Maintenance,BZ999-London Region,WILSON JAMES LTD,2017112,"£323,252.51",CIS Labour - RCJ PAR 2010/211.  Wilson James to carry out Refurbishment/alteratioon works to Thomas More Floors 1-8 as part of the Restack.,CIS-SS0 9HR,0,Programme,,SME
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2009429,"£332,267.74",Cleaning,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"£332,691.48",Oldham Magistrates Court - Replacement R22 AC units,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,13-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER WESTERN,1996407,"£335,550.75",DWO 11/12 (3) - Carmarthen Guildhall - Refurbishment Works,CIS-SG19 2BD,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,1998694,"£344,900.37",St Helens Magistrates Court - Carry out refurbishment work as per tender submission,CIS-M12 6FX,0,Programme,,SME
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,KIER CONSTRUCTION,1998789,"£354,909.39",CIS Labour-Crawley Magistrates'-Kier Construction-Major fabric and M&E refurbishment to court building (including all staff & public areas) both external and internal,CIS-ME20 6XS,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1989538,"£366,351.13",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,CZ999-South East Region,KIER CONSTRUCTION,1998789,"£377,789.22",CIS Labour-Crawley Magistrates'-Kier Construction-Major fabric and M&E refurbishment to court building (including all staff & public areas) both external and internal,CIS-ME20 6XS,0,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1990566,"£397,600.00",CIS Labour - Newport Mags - Wates Construction - Enabling works / construction,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,1982540,"£408,851.52",Derby & Chesterfield - Derbyshire Court Ltd - Unitary Charges for derbyshire PFI - Monthly,SE1 9RA,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2009429,"£414,305.18",Security,CIS-BS16 7FH,0,Programme,,
Ministry of Justice,HMCTS,03-Apr-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1982545,"£484,226.06",CIS Labour - Birmingham Mags - DH Fathers - Lighting Installation/ Dist Board Installation/ AHU works,CIS-NG16 3SU,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,2009230,"£497,363.60",Hereford & Worcester - H&W Courts Ltd (EC2V 7HR) - Unitary Charges for Hereford & Worcester PFI - Monthly,SE1 9RA,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2005412,"£500,343.74",North West Region - Contactual Soft Services for the months of February and March 2012. Contract no: 0073-4-Works/FM-SW-RFI refers. **REPLACEMENT PO - This replaces PO 20000159994 which has been closed due to changes in HMCTS accounting**,CIS-WR12 7LJ,0,Programme,,
Ministry of Justice,HMCTS,17-Apr-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER WESTERN,1998790,"£533,057.90",CIS Labour - Aberystwyth Law Courts - Kier Western - Construction of New Law Courtsd,CIS-SG19 2BD,F020,Programme,,
Ministry of Justice,HMCTS,05-Apr-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS KINGSLEY NAPLEY LLP#DX 22,612552,"£545,751.87",,DX 22,0,Programme,,
Ministry of Justice,HMCTS,20-Apr-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2005411,"£547,167.23",HA102 - Consolidated - North East Estate Managed Soft Services Feb & March 2012,CIS-S81 7QF,0,Programme,,
Ministry of Justice,HMCTS,24-Apr-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2009429,"£572,140.32",Security,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,27-Apr-12,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,2016933,"£669,483.49",Worle - Services Support - (Avon & Somerset) Ltd - Unitary Charges for Worle  Bristol PFI - Monthly -11/12,SW1E 5LB,0,Programme
Ministry of Justice,HMCTS,27-Apr-12,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,2016933,"£674,082.71",Worle - Services Support - (Avon & Somerset) Ltd - Unitary Charges for Worle  Bristol PFI - Monthly -11/12,SW1E 5LB,0,Programme
Ministry of Justice,HMCTS,05-Apr-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS KINGSLEY NAPLEY LLP#DX 22,612552,"£726,702.85",,DX 22,0,Programme
Ministry of Justice,HMCTS,11-Apr-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1994404,"£733,577.70",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,18-Apr-12,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1223,"£2,787,257.62",,SW1H 9AJ,0,Programme
Ministry of Justice,HMCTS,18-Apr-12,211000-Judicial Salaries - Salaried,SL999-Centralised Frontline,JUDICIAL PENSIONS SCHEME,1223,"£3,395,362.32",,SW1H 9AJ,0,Programme
